Time(ms),AccX,AccY,AccZ,ADC,GyroX,GyroY,GyroZ
699949,-360,428,17320,801,-541,-133,-565
699958,-220,336,17076,807,-493,-193,-580
699967,-352,448,17240,802,-491,-194,-590
700066,-244,296,17060,802,-440,-372,-574
700075,-208,468,17172,798,-469,-307,-518
700084,-284,316,17128,801,-518,-312,-515
700093,-264,400,17164,804,-453,-371,-541
700102,-220,296,17132,802,-456,-344,-516
700111,-280,392,17088,801,-502,-327,-508
700120,-324,336,17080,800,-515,-374,-516
700129,-396,296,16908,802,-440,-377,-518
700138,-220,416,16976,804,-522,-330,-511
700147,-448,360,17196,796,-528,-344,-508
700246,-208,240,17212,801,-507,-306,-538
700255,-276,260,17100,836,-483,-302,-573
700264,-124,248,16968,813,-556,-225,-536
700273,-372,252,17100,811,-503,-212,-552
700282,-240,228,17212,806,-480,-249,-561
700291,-236,528,17236,802,-479,-186,-557
700300,-304,376,17084,801,-510,-92,-494
700309,-32,252,17176,808,-487,-143,-528
700318,-128,160,17108,810,-462,-171,-540
700327,-56,352,17196,809,-494,-84,-495
700426,-112,516,17384,807,-426,-15,-582
700435,-92,476,17420,800,-435,20,-573
700444,-164,432,17232,804,-454,-10,-604
700453,-96,588,17116,806,-359,-27,-641
700462,-164,836,17480,804,-422,-16,-619
700471,-96,760,17380,803,-372,-4,-635
700480,-128,536,17544,807,-396,-52,-631
700489,-96,952,17504,807,-381,11,-613
700498,12,400,17540,806,-453,53,-567
700507,-72,824,17488,807,-409,-6,-598
700606,140,696,17352,804,-307,28,-621
700615,-92,240,17376,806,-344,52,-596
700624,0,496,17272,802,-431,95,-622
700633,184,508,17428,804,-328,83,-636
700642,172,212,17496,805,-275,108,-596
700651,132,380,17468,802,-394,171,-577
700660,-32,104,17492,800,-360,159,-584
700669,120,520,17412,806,-294,160,-581
700678,44,240,17204,806,-314,247,-558
700687,108,192,17160,808,-341,245,-569
700786,108,-84,17776,801,-304,504,-534
700795,116,128,17768,804,-266,498,-517
700804,-80,36,17624,806,-240,497,-520
700813,-264,232,17796,804,-254,539,-503
700822,-152,240,17424,802,-293,544,-510
700831,-164,296,17648,798,-269,457,-532
700840,-176,300,17632,807,-264,442,-519
700849,-272,200,17736,804,-294,485,-513
700858,-124,296,17656,806,-314,443,-512
700867,-272,296,17720,805,-231,393,-531
700966,-316,136,17576,799,-404,280,-511
700975,-408,380,17484,798,-362,184,-544
700984,-252,372,17344,804,-298,160,-564
700993,-388,284,17516,798,-385,218,-555
701002,-320,560,17652,805,-391,160,-568
701011,-468,544,17704,804,-330,144,-586
701020,-460,596,17612,802,-396,182,-554
701029,-424,772,17632,805,-431,211,-546
701038,-288,800,17692,800,-353,157,-576
701047,-216,780,17424,804,-349,187,-482
701146,-1608,1824,17588,803,-593,46,-657
701155,88,504,17116,806,-598,33,-659
701164,788,1180,17164,803,-592,-10,-612
701173,660,784,15848,806,-546,-1,-561
701182,368,512,17804,804,-568,15,-532
701191,-292,780,17464,803,-404,49,-566
701200,-1200,112,16552,806,-268,186,-549
701209,-920,-748,18752,803,-312,208,-465
701218,-236,2012,17452,803,-344,254,-532
701227,-1256,148,16956,804,-171,177,-590
701326,668,176,17492,804,-271,-43,-627
701335,776,192,17540,805,-317,-42,-617
701344,-100,800,17400,801,-273,-54,-616
701353,-364,404,17668,807,-198,-81,-622
701362,-424,288,17380,804,-344,-35,-621
701371,-988,432,17916,801,-401,-22,-647
701380,-388,340,17240,805,-330,-75,-667
701389,-360,628,17592,803,-383,-53,-689
701398,-104,-16,17276,804,-509,-35,-724
701407,520,148,17216,803,-554,-28,-754
701506,-756,-244,17412,798,-411,126,-650
701515,-844,-716,17412,831,-511,217,-614
701524,-980,-416,17472,810,-526,174,-593
701533,-652,-804,17376,807,-362,224,-642
701542,-80,-332,17912,802,-447,309,-611
701551,124,-540,17084,799,-490,320,-660
701560,428,596,18664,811,-301,311,-659
701569,-236,-404,17812,802,-222,374,-667
701578,-428,352,18228,796,-409,512,-617
701587,-224,740,17688,804,-248,455,-644
701686,-1564,-176,17376,797,-402,-113,-793
701695,-952,584,16976,796,-594,-246,-862
701704,-1372,664,17900,798,-506,-406,-777
701713,-1352,92,17928,806,-464,-500,-679
701722,-1400,540,16976,805,-492,-623,-637
701731,-1592,788,16992,799,-568,-687,-547
701740,-1184,716,16232,797,-553,-843,-528
701749,-420,548,16820,803,-472,-954,-571
701758,-480,980,15864,801,-510,-998,-617
701767,-1044,436,16224,800,-578,-1038,-653
701866,952,360,17128,800,-421,-78,-691
701875,620,604,16648,802,-222,65,-591
701884,772,68,17252,801,-383,254,-504
701893,1152,556,16572,800,-381,267,-439
701902,828,300,16900,803,-347,361,-486
701911,744,420,16816,803,-411,371,-465
701920,756,796,17360,805,-382,471,-555
701929,560,24,17748,799,-396,454,-675
701938,-416,216,17552,798,-452,493,-791
701947,428,1192,17988,801,-502,607,-754
702046,-408,964,17928,798,-330,362,-601
702055,-364,768,17848,802,-365,228,-609
702064,-268,1108,18256,798,-336,122,-594
702073,56,600,17812,799,-401,109,-593
702082,364,456,18232,804,-456,20,-613
702091,148,836,17380,800,-512,-6,-614
702100,-872,428,17904,803,-504,-10,-600
702109,-764,820,17684,805,-479,-56,-619
702118,-292,596,17320,798,-357,-10,-594
702127,-128,464,17236,802,-426,0,-579
702226,24,552,16456,800,-453,333,-587
702235,312,224,17252,800,-471,286,-581
702244,260,864,16924,804,-411,356,-572
702253,-432,368,17576,800,-364,351,-537
702262,-300,676,17272,800,-370,358,-540
702271,-412,656,17420,800,-311,354,-502
702280,-400,760,16972,801,-350,430,-481
702289,-376,388,17636,802,-289,346,-475
702298,-428,700,16848,799,-294,315,-495
702307,-208,444,17492,795,-306,316,-494
702406,192,444,18112,793,-302,-63,-536
702415,-432,188,16748,798,-263,-145,-546
702424,-816,304,16856,800,-313,-103,-500
702433,-784,436,17456,795,-308,-139,-486
702442,-304,96,17588,798,-371,-130,-494
702451,208,540,16716,800,-335,-191,-528
702460,-8,-84,17468,797,-349,-143,-528
702469,140,96,16840,801,-327,-170,-526
702478,52,452,17272,802,-350,-210,-579
702487,-708,268,17276,798,-339,-186,-604
702586,-260,136,17376,798,-250,160,-597
702595,-560,-160,17920,800,-323,170,-626
702604,-452,608,17520,799,-367,209,-577
702613,-720,-104,17772,797,-379,220,-553
702622,-412,292,17300,798,-386,174,-569
702631,-556,388,17396,802,-357,200,-586
702640,-476,-76,17620,799,-424,167,-587
702649,-644,544,17620,802,-366,141,-619
702658,-336,44,17716,804,-340,135,-622
702667,-740,444,17704,800,-417,189,-606
702766,-476,500,17580,792,-459,-16,-643
702775,-460,196,17456,799,-427,-52,-651
702784,-280,428,17484,799,-527,66,-671
702793,-172,432,17284,800,-495,-6,-667
702802,-180,272,17420,802,-423,-33,-694
702811,-88,404,17412,800,-471,-2,-678
702820,-216,264,17468,798,-505,28,-684
702829,-272,220,17672,798,-467,-36,-701
702838,-428,128,17340,802,-422,-38,-696
702847,-348,280,17724,795,-507,28,-666
702946,-40,472,17108,796,-487,-123,-726
702955,-236,316,17444,799,-461,-161,-749
702964,-264,360,17424,793,-439,-224,-768
702973,-124,368,17388,795,-486,-179,-775
702982,-156,292,17444,798,-468,-170,-792
