Time(ms),AccX,AccY,AccZ,ADC,GyroX,GyroY,GyroZ
8440,-6724,252,7188,796,-3674,-15590,-6796
8449,-12680,656,6700,798,-1475,-16316,-5949
8458,-19996,1352,7640,803,1103,-16770,-5227
8467,-22620,1740,6196,798,4296,-17233,-4613
8476,-22332,1036,5636,803,7128,-17580,-4076
8485,-23504,3752,4808,797,8794,-17945,-3379
8494,-25592,7616,2468,802,9169,-18464,-2639
8503,-27320,9112,36,800,7998,-18940,-1700
8512,-27812,9692,-156,818,5719,-19570,-603
8521,-26844,8836,1928,805,3046,-20526,297
8620,-25900,8456,12840,799,-7978,-21523,2799
8629,-22208,7292,12008,803,-6781,-21403,2361
8638,-20608,6912,9948,804,-5123,-21317,2029
8647,-23072,6736,7672,804,-2926,-20815,1626
8656,-25328,5652,6640,808,-420,-20209,1216
8665,-26092,6024,9056,809,816,-19686,1001
8674,-22680,8260,8436,821,1863,-19494,1052
8683,-18236,7548,5944,813,1759,-19708,1195
8692,-16528,7224,4880,811,1654,-20006,1313
8701,-17524,8448,5124,815,1226,-19875,1479
8800,-21980,1656,3660,815,-1067,-18838,2580
8809,-23760,2568,3580,841,-2175,-19010,3317
8818,-25424,3584,2952,833,-3466,-19050,4186
8827,-27496,4496,2632,830,-5088,-18955,5228
8836,-29444,5300,2664,823,-6763,-18961,6346
8845,-30700,6584,3184,823,-8662,-18889,7609
8854,-31540,7776,2760,821,-11248,-18571,8915
8863,-31604,8844,2484,823,-14817,-18181,10249
8872,-31016,9180,2808,824,-19025,-17772,11467
8881,-30920,8436,2424,819,-22602,-17140,12419
8980,-20412,3384,13632,820,132,-7819,17172
8989,-17764,4280,16040,815,336,-7257,18124
8998,-15484,6084,16608,808,223,-6733,18949
9007,-14188,6588,18324,810,-871,-6086,19796
9016,-12844,10848,16984,807,-3362,-5369,20553
9025,-11424,15444,16584,812,-9035,-4534,21014
9034,-11012,18188,14728,807,-17589,-3581,21359
9043,-10928,20536,9084,808,-29602,-2383,21574
9052,-11032,13388,8200,2,-32768,-1492,21555
9061,-11852,12088,19884,2,-32768,-915,21624
9160,900,11560,17904,3,32767,32767,14825
9169,2072,11708,14588,771,32767,32767,12864
9178,2840,11792,11940,771,32767,32767,10716
9187,3240,10968,9328,771,32767,32767,8512
9196,3732,8560,7620,769,32767,32767,6412
9205,4260,5880,5708,771,32767,32767,4344
9214,4588,2596,5356,770,32767,32767,2196
9223,4388,-916,5548,772,32767,32767,-135
9232,3552,-3016,5764,770,32767,32767,-2657
9241,3032,-4064,6580,772,32767,32767,-5490
9340,1936,-1860,3300,769,13722,10424,-17540
9349,1132,-1260,4140,796,12370,7885,-16766
9358,-236,-288,4708,793,10610,5490,-15983
9367,-1644,520,5852,794,8718,3326,-15200
9376,-2980,1164,6608,776,6757,1351,-14347
9385,-3816,1592,7364,783,5456,-375,-13530
9394,-4112,1848,6440,778,4472,-2020,-12782
9403,-4360,1912,6760,781,4064,-3584,-11924
9412,-4608,584,6972,782,3621,-4974,-11055
9421,-5928,696,7544,782,2319,-6309,-10284
9520,-24268,5184,3916,782,3133,-18862,-3042
9529,-23836,6772,2792,788,3364,-19709,-2584
9538,-23388,7688,2736,785,3171,-20438,-2073
9547,-23800,7152,3348,785,2880,-20977,-1730
9556,-24884,5736,3796,791,2894,-21611,-1534
9565,-25332,5252,4900,785,3415,-22224,-1234
9574,-25940,5072,6712,787,3527,-22698,-775
9583,-25608,5764,6104,793,2925,-22908,-346
9592,-26288,6240,7500,794,1830,-23291,6
9601,-29040,7828,7564,788,552,-23610,273
9700,-23972,5696,12312,796,-5666,-21070,1545
9709,-20792,5880,11828,801,-4166,-20832,1452
9718,-18612,6336,9388,803,-2269,-20882,1304
9727,-17532,5344,7556,806,-1372,-20644,1301
9736,-17232,6552,6724,803,-964,-20264,1367
9745,-16652,6716,8032,810,-474,-19756,1330
9754,-15352,4356,9696,809,-497,-19032,1385
9763,-13604,1928,10976,807,-1553,-18677,1313
9772,-12488,1108,8336,823,-1736,-18705,1400
9781,-12280,-664,4628,818,-1139,-18954,1614
9880,-31284,6308,1980,811,-17882,-17680,13023
9889,-32768,5896,1360,806,-21658,-17248,13901
9898,-32768,5512,1276,811,-24173,-16495,14423
9907,-32768,3740,1212,809,-24987,-15513,14771
9916,-32768,1444,2732,809,-24059,-14600,15067
9925,-32768,-76,4120,820,-21601,-13672,15305
9934,-32768,-844,6008,813,-17381,-12744,15601
9943,-32768,-420,6764,812,-12712,-11730,15927
9952,-31072,-1188,9724,812,-7714,-10705,16238
9961,-28140,3672,11388,810,-2408,-9891,16814
10060,-12548,17940,8352,809,-32768,-2399,21971
10069,-15196,10268,14300,809,-32768,-2561,22113
10078,-15612,10192,23260,818,-32768,-3915,21459
10087,-14476,3704,19168,814,-32768,-3215,21051
10096,-13616,2564,23576,3,-32768,-2187,21017
10105,-13548,5388,28716,4,-21281,505,21173
10114,-13516,6852,31484,5,-6290,4386,21455
10123,-13388,8280,30300,805,9522,9142,21536
10132,-10000,9320,29796,814,25999,14349,21262
10141,-4244,10664,29196,813,32767,19679,20454
10240,5092,-4844,7384,807,32767,32767,-3341
10249,5376,-6536,8128,794,32767,32767,-6352
10258,5416,-8544,8176,797,32767,32767,-9398
10267,6036,-7916,8336,794,32767,32767,-12347
10276,6908,-6480,6732,791,32767,32767,-15073
